name,starting_at,result_info,league_name,home_team,away_team,home_goals,away_goals,home_position,away_position,home_corners,away_corners,home_shots-off-target,away_shots-off-target,home_shots-total,away_shots-total,home_attacks,away_attacks,home_dangerous-attacks,away_dangerous-attacks,home_ball-possession,away_ball-possession,home_penalties,away_penalties,home_shots-insidebox,away_shots-insidebox,home_shots-outsidebox,away_shots-outsidebox,home_offsides,away_offsides,home_goals-kicks,away_goals-kicks,home_goal-attempts,away_goal-attempts,home_fouls,away_fouls,home_saves,away_saves,home_yellowcards,away_yellowcards,odds_pinnacle_home,odds_pinnacle_draw,odds_pinnacle_away,odds_btts_pinnacle_no,odds_btts_pinnacle_yes,odds_over_pinnacle_2,odds_under_pinnacle_2,odds_over_pinnacle_2_25,odds_under_pinnacle_2_25,odds_over_pinnacle_2_5,odds_under_pinnacle_2_5,odds_bet365_home,odds_bet365_draw,odds_bet365_away,odds_btts_bet365_no,odds_btts_bet365_yes,odds_over_bet365_2_0,odds_under_bet365_2_0,"odds_over_bet365_2_0, 2_5","odds_under_bet365_2_0, 2_5",odds_over_bet365_2_5,odds_under_bet365_2_5,Temporada
Paris Saint Germain vs Auxerre,2025-09-27 19:05:00,Paris Saint Germain won after full-time.,France Ligue 1,Paris Saint Germain,Auxerre,2,0,1.0,11.0,5.0,5.0,4.0,4.0,15.0,12.0,106.0,88.0,47.0,32.0,66.0,34.0,,,11.0,7.0,4.0,5.0,1.0,4.0,4.0,8.0,11.0,5.0,17.0,10.0,2.0,6.0,1.0,2.0,1.2,7.58,13.13,1.85,2.0,,,,,,,1.2,7.0,13.0,1.8,1.95,,,,,,,2025-2026
Nice vs Paris,2025-09-28 13:00:00,Game ended in draw.,France Ligue 1,Nice,Paris,1,1,12.0,11.0,5.0,5.0,2.0,3.0,11.0,13.0,88.0,88.0,50.0,37.0,44.0,56.0,0.0,1.0,8.0,8.0,3.0,5.0,1.0,1.0,5.0,6.0,5.0,6.0,14.0,14.0,2.0,4.0,1.0,1.0,2.17,3.6,3.45,2.41,1.62,,,,,,,2.1,3.5,3.3,2.2,1.61,,,,,,,2025-2026
Angers SCO vs Brest,2025-09-28 15:15:00,Brest won after full-time.,France Ligue 1,Angers SCO,Brest,0,2,14.0,16.0,11.0,4.0,5.0,3.0,11.0,7.0,124.0,86.0,59.0,64.0,57.0,43.0,0.0,1.0,7.0,6.0,4.0,1.0,2.0,1.0,8.0,14.0,6.0,5.0,13.0,13.0,1.0,2.0,1.0,1.0,3.42,3.15,2.4,1.86,2.01,,,2.08,1.84,2.08,1.83,3.3,3.0,2.37,1.8,1.95,1.77,2.1,2.02,1.82,2.05,1.8,2025-2026
Metz vs Le Havre,2025-09-28 15:15:00,Game ended in draw.,France Ligue 1,Metz,Le Havre,0,0,18.0,17.0,4.0,6.0,5.0,2.0,7.0,10.0,93.0,88.0,48.0,63.0,53.0,47.0,,,6.0,1.0,1.0,9.0,1.0,2.0,7.0,8.0,3.0,4.0,16.0,16.0,2.0,0.0,2.0,2.0,2.59,3.36,2.91,2.19,1.73,,,,,2.0,1.9,2.55,3.25,2.8,2.1,1.66,,,,,1.87,1.97,2025-2026
LOSC Lille vs Olympique Lyonnais,2025-09-28 15:15:00,Olympique Lyonnais won after full-time.,France Ligue 1,LOSC Lille,Olympique Lyonnais,0,1,6.0,2.0,3.0,4.0,4.0,1.0,14.0,5.0,111.0,76.0,75.0,24.0,54.0,46.0,,,9.0,4.0,5.0,1.0,1.0,1.0,6.0,9.0,8.0,3.0,20.0,24.0,1.0,3.0,4.0,4.0,2.32,3.57,3.15,2.5,1.57,,,,,1.84,2.05,2.3,3.3,3.1,2.25,1.57,,,,,,,2025-2026
Rennes vs Lens,2025-09-28 18:45:00,Game ended in draw.,France Ligue 1,Rennes,Lens,0,0,8.0,7.0,8.0,4.0,6.0,8.0,14.0,13.0,145.0,56.0,69.0,45.0,67.0,33.0,,,10.0,11.0,4.0,2.0,1.0,0.0,7.0,11.0,7.0,7.0,16.0,9.0,2.0,2.0,3.0,3.0,2.73,3.54,2.64,2.45,1.6,,,,,1.81,2.03,2.62,3.5,2.55,2.25,1.57,,,,,2.0,1.85,2025-2026
Paris vs Lorient,2025-10-03 18:45:00,Paris won after full-time.,France Ligue 1,Paris,Lorient,2,0,11.0,13.0,1.0,5.0,6.0,4.0,10.0,8.0,116.0,89.0,47.0,40.0,59.0,41.0,,,7.0,4.0,3.0,4.0,3.0,2.0,6.0,7.0,8.0,6.0,19.0,10.0,3.0,0.0,0.0,3.0,1.82,3.77,4.62,2.21,1.72,,,,,1.81,2.03,1.75,3.7,4.75,2.05,1.7,,,,,1.82,2.02,2025-2026
Metz vs Olympique Marseille,2025-10-04 15:00:00,Olympique Marseille won after full-time.,France Ligue 1,Metz,Olympique Marseille,0,3,18.0,3.0,4.0,4.0,2.0,10.0,4.0,21.0,47.0,129.0,22.0,46.0,38.0,62.0,,,1.0,11.0,3.0,10.0,2.0,2.0,11.0,6.0,3.0,18.0,8.0,7.0,6.0,1.0,,,5.96,4.27,1.58,2.06,1.82,,,,,,,5.75,4.33,1.53,2.0,1.75,,,,,,,2025-2026
Brest vs Nantes,2025-10-04 17:00:00,Game ended in draw.,France Ligue 1,Brest,Nantes,0,0,10.0,16.0,12.0,3.0,5.0,4.0,17.0,6.0,93.0,92.0,49.0,30.0,51.0,49.0,,,9.0,5.0,8.0,1.0,1.0,3.0,9.0,7.0,8.0,3.0,11.0,12.0,0.0,5.0,2.0,1.0,1.95,3.64,4.15,2.03,1.85,,,,,2.0,1.9,1.9,3.6,4.0,1.95,1.8,,,1.8,2.05,2.0,1.85,2025-2026
Auxerre vs Lens,2025-10-04 19:05:00,Lens won after full-time.,France Ligue 1,Auxerre,Lens,1,2,14.0,4.0,2.0,2.0,7.0,1.0,18.0,7.0,120.0,76.0,65.0,23.0,57.0,43.0,,,9.0,5.0,9.0,2.0,0.0,2.0,1.0,9.0,8.0,5.0,10.0,21.0,2.0,1.0,3.0,7.0,3.62,3.72,2.07,2.25,1.7,,,,,1.84,2.07,3.4,3.8,2.0,2.05,1.7,,,,,1.82,2.02,2025-2026
Olympique Lyonnais vs Toulouse,2025-10-05 13:00:00,Toulouse won after full-time.,France Ligue 1,Olympique Lyonnais,Toulouse,1,2,3.0,11.0,8.0,5.0,7.0,5.0,13.0,14.0,89.0,78.0,43.0,43.0,69.0,31.0,,,10.0,10.0,3.0,4.0,2.0,0.0,6.0,10.0,10.0,6.0,13.0,17.0,2.0,2.0,1.0,3.0,2.07,3.4,3.99,2.06,1.83,,,,,2.07,1.85,2.05,3.4,3.75,1.95,1.8,,,,,2.02,1.82,2025-2026
Strasbourg vs Angers SCO,2025-10-05 15:15:00,Strasbourg won after full-time.,France Ligue 1,Strasbourg,Angers SCO,5,0,6.0,17.0,2.0,5.0,3.0,1.0,18.0,5.0,159.0,63.0,50.0,19.0,66.0,34.0,,,14.0,4.0,4.0,1.0,2.0,2.0,5.0,6.0,12.0,1.0,12.0,11.0,1.0,7.0,2.0,2.0,1.78,3.69,5.06,1.87,2.0,,,1.83,2.09,2.07,1.82,1.72,3.8,4.75,1.8,1.95,,,1.8,2.05,2.05,1.8,2025-2026
Le Havre vs Rennes,2025-10-05 15:15:00,Game ended in draw.,France Ligue 1,Le Havre,Rennes,2,2,16.0,9.0,3.0,4.0,7.0,4.0,10.0,9.0,67.0,101.0,46.0,48.0,43.0,57.0,1.0,0.0,5.0,6.0,5.0,3.0,3.0,2.0,4.0,11.0,9.0,7.0,13.0,9.0,1.0,0.0,1.0,2.0,3.34,3.41,2.3,2.17,1.75,,,,,2.0,1.9,3.1,3.6,2.2,2.0,1.75,,,,,1.97,1.87,2025-2026
Monaco vs Nice,2025-10-05 15:15:00,Game ended in draw.,France Ligue 1,Monaco,Nice,2,2,5.0,12.0,6.0,7.0,10.0,2.0,20.0,9.0,130.0,58.0,74.0,31.0,66.0,34.0,2.0,1.0,12.0,5.0,8.0,4.0,4.0,2.0,6.0,14.0,18.0,6.0,10.0,9.0,0.0,4.0,1.0,3.0,2.01,3.74,3.79,2.77,1.48,,,,,,,1.9,3.75,3.8,2.5,1.5,,,,,,,2025-2026
LOSC Lille vs Paris Saint Germain,2025-10-05 18:45:00,Game ended in draw.,France Ligue 1,LOSC Lille,Paris Saint Germain,1,1,7.0,2.0,3.0,5.0,2.0,7.0,9.0,17.0,77.0,107.0,43.0,41.0,38.0,62.0,,,8.0,9.0,1.0,8.0,1.0,0.0,10.0,4.0,4.0,11.0,11.0,12.0,4.0,2.0,1.0,1.0,3.63,3.65,2.09,2.52,1.57,,,,,,,3.6,3.5,2.0,2.37,1.53,,,,,,,2025-2026
